# EuRoC Launch (Up to date)
# 4087 data points written for 53 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (40,7 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=10 seconds
24.46,2831.6,189.89,-14.57,195.3,14.625,525.81,-0.0023143,525.81,-2.5219e-4,45.675,1.2714,39.3,8.0061,9.792,0.0039913,0,-1.1202,0.072001,82000,0,262.46,2.4559,359.1,277.95,3.3809,0.59782,55462424,0,405.41,0.50777,0.50777,0.3048,0.036509,0.16646,4.8519e-4,0.0021017,1.4436e-4,0,0,0,0,-1.8263e-4,24,452.39,75.044,-8.8296e-4,NaN,-4.1855,705.51,328.76,0.01,0.17483
24.47,2833.5,189.74,-14.563,195.16,14.617,526.26,-0.0023133,526.26,-2.5185e-4,45.663,1.2629,39.3,8.0061,9.792,0.010213,0,-1.1208,0.02849,82000,0,262.46,2.4559,359.05,277.95,3.3791,0.59739,55412059,0,404.67,0.5077,0.5077,0.30482,0.036491,0.16639,0.001242,0.004267,4.6293e-4,0,0,0,0,-1.8311e-4,24,452.39,75.032,-9.1444e-4,NaN,-4.1979,705.34,328.76,0.01,0.17493
24.48,2835.4,189.59,-14.556,195.01,14.61,526.72,-0.0023123,526.72,-2.5152e-4,45.65,1.2545,39.3,8.0061,9.792,0.016394,0,-1.1186,0.017948,82000,0,262.46,2.4559,359.01,277.95,3.3772,0.59696,55361739,0,403.94,0.50763,0.50763,0.30483,0.036473,0.16633,0.0019946,0.0069125,2.2795e-4,0,0,0,0,-1.8267e-4,24,452.39,75.021,-9.4253e-4,NaN,-4.2102,705.16,328.75,0.01,0.17503
24.49,2837.3,189.45,-14.549,194.87,14.602,527.18,-0.0023113,527.18,-2.512e-4,45.637,1.2462,39.3,8.0061,9.792,0.022521,0,-1.1153,0.013274,82000,0,262.46,2.4559,358.96,277.95,3.3754,0.59652,55311463,0,403.2,0.50756,0.50756,0.30485,0.036455,0.16626,0.0027412,0.0093467,1.7007e-4,0,0,0,0,-1.8185e-4,24,452.39,75.01,-9.6606e-4,NaN,-4.2225,704.99,328.74,0.01,0.17513
24.5,2839.2,189.3,-14.542,194.72,14.594,527.63,-0.0023103,527.63,-2.5087e-4,45.625,1.238,39.3,8.0061,9.792,0.028505,0,-1.111,0.010478,82000,0,262.46,2.4559,358.92,277.95,3.3736,0.59609,55261253,0,402.47,0.5075,0.5075,0.30487,0.036438,0.16619,0.0034711,0.011778,3.2221e-4,0,0,0,0,-1.8072e-4,24,452.39,74.999,-9.8648e-4,NaN,-4.2348,704.82,328.73,0.01,0.17524
24.51,2841.1,189.16,-14.534,194.58,14.586,528.09,-0.0023094,528.09,-2.5056e-4,45.613,1.2334,39.3,8.0061,9.792,0.031359,0,-1.1059,0.0096226,82000,0,262.46,2.4559,358.9,277.95,3.3727,0.59567,55211876,0,401.75,0.50743,0.50743,0.30488,0.03642,0.16613,0.0038194,0.01279,-5.1589e-5,0,0,0,0,-1.7932e-4,24,452.39,74.988,-0.0010077,NaN,-4.2471,704.64,328.73,0.01,0.17535
24.52,2843,189.01,-14.526,194.44,14.578,528.55,-0.0023085,528.55,-2.5024e-4,45.6,1.229,39.3,8.0062,9.792,0.034141,0,-1.1002,0.0089111,82000,0,262.46,2.4559,358.88,277.95,3.3717,0.59525,55162543,0,401.03,0.50736,0.50736,0.3049,0.036403,0.16606,0.004159,0.013931,4.8009e-4,0,0,0,0,-1.7775e-4,24,452.39,74.977,-0.0010263,NaN,-4.2594,704.47,328.72,0.01,0.17545
24.53,2844.9,188.87,-14.518,194.29,14.569,529,-0.0023076,529,-2.4993e-4,45.588,1.2246,39.3,8.0062,9.792,0.036845,0,-1.094,0.0082356,82000,0,262.46,2.4559,358.85,277.95,3.3708,0.59483,55113255,0,400.31,0.5073,0.5073,0.30491,0.036386,0.166,0.0044891,0.015316,-4.5935e-6,0,0,0,0,-1.7601e-4,24,452.39,74.966,-0.0010467,NaN,-4.2717,704.3,328.71,0.01,0.17555
24.54,2846.8,188.72,-14.51,194.15,14.561,529.46,-0.0023068,529.46,-2.4963e-4,45.576,1.2203,39.3,8.0062,9.792,0.039466,0,-1.0875,0.0076941,82000,0,262.46,2.4559,358.83,277.95,3.3699,0.59441,55064011,0,399.6,0.50723,0.50723,0.30493,0.036368,0.16593,0.0048094,0.016008,2.6694e-5,0,0,0,0,-1.7415e-4,24,452.39,74.955,-0.001068,NaN,-4.284,704.13,328.7,0.01,0.17565
24.55,2848.6,188.58,-14.502,194,14.553,529.91,-0.0023059,529.91,-2.4933e-4,45.564,1.216,39.3,8.0062,9.7919,0.042189,0,-1.0805,0.0072753,82000,0,262.46,2.4559,358.81,277.95,3.369,0.59399,55014764,0,398.88,0.50716,0.50717,0.30494,0.036351,0.16587,0.005142,0.017655,-2.6867e-4,0,0,0,0,-1.722e-4,24,452.39,74.944,-0.0010899,NaN,-4.2962,703.95,328.7,0.01,0.17575
24.56,2850.5,188.43,-14.496,193.86,14.546,530.37,-0.0023052,530.37,-2.4903e-4,45.552,1.2034,39.3,8.0062,9.7919,0.052095,0,-1.0725,0.005977,82000,0,262.46,2.4559,358.74,277.95,3.3662,0.59355,54963684,0,398.14,0.50709,0.5071,0.30496,0.036333,0.1658,0.006354,0.021097,-2.8894e-4,0,0,0,0,-1.6989e-4,24,452.39,74.933,-0.0011072,NaN,-4.3085,703.78,328.69,0.01,0.17585
24.57,2852.4,188.29,-14.49,193.72,14.539,530.82,-0.0023044,530.82,-2.4874e-4,45.54,1.1909,39.3,8.0062,9.7919,0.061881,0,-1.0628,0.0050831,82000,0,262.46,2.4559,358.68,277.95,3.3634,0.59311,54912650,0,397.4,0.50702,0.50703,0.30498,0.036315,0.16573,0.0075528,0.025918,1.4968e-5,0,0,0,0,-1.671e-4,24,452.39,74.923,-0.00112,NaN,-4.3207,703.61,328.68,0.01,0.17595
24.58,2854.3,188.14,-14.484,193.57,14.532,531.28,-0.0023037,531.28,-2.4845e-4,45.528,1.1787,39.3,8.0062,9.7919,0.071529,0,-1.0514,0.0043773,82000,0,262.46,2.4559,358.61,277.95,3.3606,0.59267,54861659,0,396.66,0.50695,0.50696,0.30499,0.036297,0.16566,0.0087365,0.029439,1.1127e-4,0,0,0,0,-1.6379e-4,24,452.39,74.912,-0.0011294,NaN,-4.3329,703.44,328.67,0.01,0.17605
24.59,2856.2,188,-14.478,193.43,14.525,531.74,-0.0023031,531.74,-2.4816e-4,45.516,1.1666,39.3,8.0062,9.7919,0.081024,0,-1.0385,0.0039519,82000,0,262.46,2.4559,358.55,277.95,3.3579,0.59223,54810714,0,395.92,0.50689,0.5069,0.30501,0.036279,0.1656,0.0099029,0.033268,-1.369e-4,0,0,0,0,-1.6004e-4,24,452.39,74.902,-0.0011353,NaN,-4.3452,703.26,328.67,0.01,0.17615
24.6,2858.1,187.85,-14.472,193.29,14.518,532.19,-0.0023024,532.19,-2.4788e-4,45.504,1.1545,39.3,8.0062,9.7919,0.090497,0,-1.024,0.0034854,82000,0,262.46,2.4559,358.48,277.95,3.3552,0.59179,5.476e7,0,395.18,0.50682,0.50683,0.30503,0.036261,0.16553,0.011068,0.037206,-2.0663e-4,0,0,0,0,-1.5585e-4,24,452.39,74.891,-0.0011375,NaN,-4.3574,703.09,328.66,0.01,0.17626
24.61,2859.9,187.71,-14.467,193.14,14.512,532.65,-0.0023018,532.65,-2.476e-4,45.493,1.1363,39.3,8.0062,9.7919,0.10543,0,-1.0075,0.0030411,82000,0,262.46,2.4559,358.38,277.95,3.3511,0.59133,54707432,0,394.42,0.50674,0.50676,0.30504,0.036243,0.16546,0.012908,0.043691,1.7395e-4,0,0,0,0,-1.511e-4,24,452.39,74.881,-0.0011376,NaN,-4.3696,702.92,328.65,0.01,0.17636
24.62,2861.8,187.56,-14.463,193,14.506,533.1,-0.0023013,533.1,-2.4733e-4,45.482,1.1183,39.3,8.0062,9.7919,0.12014,0,-0.98864,0.0026183,82000,0,262.46,2.4559,358.28,277.95,3.347,0.59088,54655135,0,393.67,0.50667,0.5067,0.30506,0.036224,0.16539,0.014726,0.049148,-2.7572e-4,0,0,0,0,-1.4572e-4,24,452.39,74.871,-0.001135,NaN,-4.3818,702.75,328.64,0.01,0.17646
24.63,2863.7,187.42,-14.458,192.86,14.5,533.55,-0.0023007,533.55,-2.4706e-4,45.471,1.1006,39.3,8.0062,9.7919,0.13462,0,-0.96736,0.0023765,82000,0,262.46,2.4559,358.19,277.95,3.343,0.59042,54602884,0,392.92,0.5066,0.50663,0.30508,0.036206,0.16532,0.016517,0.055472,-4.5477e-5,0,0,0,0,-1.3974e-4,24,452.39,74.861,-0.0011296,NaN,-4.394,702.58,328.64,0.01,0.17657
24.64,2865.6,187.27,-14.453,192.71,14.494,534.01,-0.0023002,534.01,-2.468e-4,45.46,1.0832,39.3,8.0062,9.7919,0.14883,0,-0.94365,0.0021656,82000,0,262.46,2.4559,358.09,277.95,3.3391,0.58997,54550678,0,392.17,0.50653,0.50656,0.3051,0.036187,0.16525,0.018279,0.061618,4.3855e-4,0,0,0,0,-1.3318e-4,24,452.39,74.852,-0.0011213,NaN,-4.4062,702.41,328.63,0.01,0.17667
24.65,2867.4,187.13,-14.448,192.57,14.488,534.46,-0.0022998,534.46,-2.4654e-4,45.449,1.0666,39.3,8.0062,9.7919,0.16232,0,-0.9176,0.0019426,82000,0,262.46,2.4559,358,277.95,3.3354,0.58951,54498626,0,391.42,0.50646,0.5065,0.30511,0.036169,0.16518,0.019956,0.066808,-4.4822e-4,0,0,0,0,-1.2613e-4,24,452.39,74.842,-0.0011129,NaN,-4.4183,702.23,328.62,0.01,0.17677
24.66,2869.3,186.98,-14.439,192.43,14.479,534.92,-0.0022993,534.92,-2.4629e-4,45.438,1.0694,39.3,8.0062,9.7919,0.1588,0,-0.891,0.0020578,82000,0,262.46,2.4559,358.02,277.95,3.3361,0.5891,54450883,0,390.73,0.5064,0.50644,0.30513,0.036153,0.16512,0.019517,0.06543,4.5907e-4,0,0,0,0,-1.191e-4,24,452.39,74.833,-0.0010998,NaN,-4.4305,702.06,328.61,0.01,0.17687
24.67,2871.2,186.84,-14.43,192.28,14.469,535.37,-0.0022989,535.37,-2.4603e-4,45.428,1.0725,39.3,8.0062,9.7919,0.15501,0,-0.8649,0.0020964,82000,0,262.46,2.4559,358.04,277.95,3.3369,0.5887,54403183,0,390.05,0.50633,0.50637,0.30514,0.036136,0.16505,0.019046,0.063766,3.8785e-4,0,0,0,0,-1.1238e-4,24,452.39,74.825,-0.0010837,NaN,-4.4426,701.89,328.61,0.01,0.17697
24.68,2873,186.7,-14.42,192.14,14.46,535.83,-0.0022986,535.83,-2.4579e-4,45.417,1.0758,39.3,8.0062,9.7919,0.15096,0,-0.83955,0.0021729,82000,0,262.46,2.4559,358.06,277.95,3.3378,0.58829,54355528,0,389.36,0.50627,0.5063,0.30516,0.03612,0.16499,0.018542,0.061623,4.7163e-4,0,0,0,0,-1.0604e-4,24,452.39,74.816,-0.001064,NaN,-4.4548,701.72,328.6,0.01,0.17707
24.69,2874.9,186.55,-14.41,192,14.451,536.28,-0.0022982,536.28,-2.4554e-4,45.406,1.0794,39.3,8.0062,9.7919,0.14666,0,-0.81489,0.002025,82000,0,262.46,2.4559,358.09,277.95,3.3388,0.58788,54307916,0,388.68,0.50621,0.50624,0.30517,0.036103,0.16493,0.018008,0.060713,-3.0099e-4,0,0,0,0,-1.0004e-4,24,452.39,74.808,-0.0010442,NaN,-4.4669,701.55,328.59,0.01,0.17717
24.7,2876.8,186.41,-14.401,191.86,14.441,536.74,-0.0022979,536.74,-2.453e-4,45.395,1.0832,39.3,8.0062,9.7919,0.1422,0,-0.79093,0.0020184,82000,0,262.46,2.4559,358.11,277.95,3.3398,0.58748,5.426e7,0,388,0.50614,0.50617,0.30519,0.036087,0.16487,0.017454,0.05806,-2.4657e-4,0,0,0,0,-9.4382e-5,24,452.39,74.8,-0.0010258,NaN,-4.479,701.38,328.58,0.01,0.17731
24.71,2878.6,186.26,-14.392,191.71,14.433,537.19,-0.0022976,537.19,-2.4506e-4,45.384,1.0836,39.3,8.0063,9.7919,0.14061,0,-0.76771,0.0020433,82000,0,262.46,2.4559,358.11,277.95,3.34,0.58706,54211989,0,387.31,0.50608,0.50611,0.3052,0.036071,0.1648,0.017257,0.058034,-2.2132e-4,0,0,0,0,-8.905e-5,24,452.39,74.792,-0.0010056,NaN,-4.4911,701.21,328.58,0.01,0.17745
24.72,2880.5,186.12,-14.383,191.57,14.424,537.64,-0.0022974,537.64,-2.4483e-4,45.374,1.0843,39.3,8.0063,9.7919,0.1388,0,-0.74481,0.0021615,82000,0,262.46,2.4559,358.12,277.95,3.3403,0.58665,54163870,0,386.62,0.50601,0.50604,0.30522,0.036054,0.16474,0.017031,0.056848,3.5549e-4,0,0,0,0,-8.394e-5,24,452.39,74.784,-9.8001e-4,NaN,-4.5032,701.04,328.57,0.01,0.17756
24.73,2882.4,185.98,-14.374,191.43,14.415,538.1,-0.0022972,538.1,-2.446e-4,45.363,1.0852,39.3,8.0063,9.7918,0.13674,0,-0.72215,0.0020604,82000,0,262.46,2.4559,358.13,277.95,3.3406,0.58623,54116276,0,385.93,0.50595,0.50598,0.30523,0.036037,0.16468,0.016777,0.056069,2.2424e-4,0,0,0,0,-7.9026e-5,24,452.39,74.777,-9.5184e-4,NaN,-4.5153,700.88,328.56,0.01,0.17766
24.74,2884.2,185.83,-14.365,191.29,14.406,538.55,-0.002297,538.55,-2.4437e-4,45.352,1.0864,39.3,8.0063,9.7918,0.13447,0,-0.70004,0.0020235,82000,0,262.46,2.4559,358.14,277.95,3.3411,0.58582,54068724,0,385.25,0.50588,0.50591,0.30525,0.036021,0.16461,0.016494,0.05494,-4.6104e-4,0,0,0,0,-7.4369e-5,24,452.39,74.77,-9.2391e-4,NaN,-4.5274,700.72,328.56,0.01,0.17777
24.75,2886.1,185.69,-14.356,191.14,14.397,539,-0.0022968,539,-2.4415e-4,45.341,1.0874,39.3,8.0063,9.7918,0.13232,0,-0.67824,0.0020067,82000,0,262.46,2.4559,358.15,277.95,3.3414,0.58541,54021122,0,384.57,0.50582,0.50585,0.30526,0.036004,0.16455,0.016228,0.054613,-3.1217e-4,0,0,0,0,-6.9912e-5,24,452.39,74.763,-8.9468e-4,NaN,-4.5395,700.56,328.55,0.01,0.17787
24.76,2887.9,185.55,-14.351,191,14.391,539.46,-0.0022967,539.46,-2.4393e-4,45.33,1.0729,39.3,8.0063,9.7918,0.14399,0,-0.65571,0.0018918,82000,0,262.46,2.4559,358.07,277.95,3.3382,0.58495,5.397e7,0,383.83,0.50575,0.50578,0.30528,0.035986,0.16448,0.017674,0.058923,-3.4679e-5,0,0,0,0,-6.5447e-5,24,452.39,74.756,-8.6297e-4,NaN,-4.5516,700.4,328.54,0.01,0.17797
24.77,2889.8,185.4,-14.346,190.86,14.385,539.91,-0.0022966,539.91,-2.4371e-4,45.32,1.0587,39.3,8.0063,9.7918,0.1554,0,-0.63129,0.001737,82000,0,262.46,2.4559,357.99,277.95,3.335,0.5845,53918896,0,383.1,0.50568,0.50572,0.3053,0.035968,0.16441,0.019089,0.063564,-3.6898e-4,0,0,0,0,-6.076e-5,24,452.39,74.75,-8.3022e-4,NaN,-4.5636,700.24,328.53,0.01,0.17808
24.78,2891.6,185.26,-14.34,190.72,14.378,540.36,-0.0022965,540.36,-2.435e-4,45.309,1.0449,39.3,8.0063,9.7918,0.16652,0,-0.6051,0.0016469,82000,0,262.46,2.4559,357.92,277.95,3.3319,0.58405,53867848,0,382.37,0.50561,0.50565,0.30531,0.03595,0.16434,0.020472,0.068072,1.4053e-4,0,0,0,0,-5.5912e-5,24,452.39,74.744,-7.9684e-4,NaN,-4.5757,700.07,328.53,0.01,0.17818
24.79,2893.5,185.12,-14.335,190.58,14.372,540.82,-0.0022964,540.82,-2.4329e-4,45.299,1.0314,39.3,8.0063,9.7918,0.17735,0,-0.5772,0.0015875,82000,0,262.46,2.4559,357.85,277.95,3.3289,0.58359,53816842,0,381.64,0.50554,0.50559,0.30533,0.035932,0.16428,0.02182,0.072462,-4.1666e-4,0,0,0,0,-5.0957e-5,24,452.39,74.738,-7.6259e-4,NaN,-4.5877,699.91,328.52,0.01,0.17829
24.8,2895.3,184.97,-14.329,190.44,14.365,541.27,-0.0022963,541.27,-2.4308e-4,45.288,1.0186,39.3,8.0063,9.7918,0.18753,0,-0.54767,0.001557,82000,0,262.46,2.4559,357.78,277.95,3.3261,0.58314,53765963,0,380.92,0.50547,0.50552,0.30535,0.035915,0.16421,0.023089,0.076872,-3.8697e-4,0,0,0,0,-4.5949e-5,24,452.39,74.732,-7.2512e-4,NaN,-4.5997,699.75,328.51,0.01,0.17839
24.81,2897.2,184.83,-14.32,190.29,14.356,541.72,-0.0022963,541.72,-2.4287e-4,45.278,1.0205,39.3,8.0063,9.7918,0.18449,0,-0.51763,0.0015637,82000,0,262.46,2.4559,357.79,277.95,3.3267,0.58273,53718390,0,380.24,0.50541,0.50546,0.30536,0.035898,0.16414,0.02271,0.076005,4.048e-4,0,0,0,0,-4.1107e-5,24,452.39,74.727,-6.854e-4,NaN,-4.6117,699.59,328.5,0.01,0.1785
24.82,2899,184.69,-14.311,190.15,14.347,542.17,-0.0022963,542.17,-2.4267e-4,45.268,1.0227,39.3,8.0063,9.7918,0.18115,0,-0.48804,0.0015443,82000,0,262.46,2.4559,357.81,277.95,3.3274,0.58231,53670857,0,379.56,0.50534,0.50539,0.30538,0.035882,0.16408,0.022293,0.073776,4.2568e-4,0,0,0,0,-3.6595e-5,24,452.39,74.722,-6.4446e-4,NaN,-4.6237,699.43,328.5,0.01,0.1786
24.83,2900.9,184.54,-14.302,190.01,14.338,542.63,-0.0022963,542.63,-2.4247e-4,45.258,1.0253,39.3,8.0063,9.7918,0.17753,0,-0.45906,0.0015869,82000,0,262.46,2.4559,357.83,277.95,3.3281,0.5819,53623366,0,378.88,0.50528,0.50533,0.30539,0.035865,0.16402,0.02184,0.07234,5.2287e-5,0,0,0,0,-3.2426e-5,24,452.39,74.717,-6.0183e-4,NaN,-4.6357,699.27,328.49,0.01,0.17871
24.84,2902.7,184.4,-14.292,189.87,14.329,543.08,-0.0022963,543.08,-2.4227e-4,45.247,1.028,39.3,8.0063,9.7918,0.17362,0,-0.43095,0.0015915,82000,0,262.46,2.4559,357.85,277.95,3.329,0.58148,53575915,0,378.21,0.50521,0.50526,0.30541,0.035849,0.16396,0.021353,0.071534,3.2163e-4,0,0,0,0,-2.8619e-5,24,452.39,74.713,-5.5562e-4,NaN,-4.6477,699.11,328.48,0.01,0.17881
24.85,2904.6,184.26,-14.283,189.73,14.32,543.53,-0.0022964,543.53,-2.4207e-4,45.237,1.0312,39.3,8.0063,9.7918,0.16934,0,-0.40346,0.0015516,82000,0,262.46,2.4559,357.87,277.95,3.3299,0.58107,53528528,0,377.53,0.50515,0.5052,0.30542,0.035833,0.16389,0.02082,0.069537,3.4981e-4,0,0,0,0,-2.5121e-5,24,452.39,74.709,-5.0907e-4,NaN,-4.6597,698.95,328.48,0.01,0.17891
24.86,2906.4,184.11,-14.273,189.59,14.31,543.98,-0.0022964,543.98,-2.4187e-4,45.227,1.0386,39.3,8.0063,9.7918,0.16122,0,-0.37695,0.0014617,82000,0,262.46,2.4559,357.92,277.95,3.3318,0.58066,53482089,0,376.87,0.50509,0.50513,0.30544,0.035817,0.16383,0.019808,0.066133,2.0402e-4,0,0,0,0,-2.196e-5,24,452.39,74.705,-4.6413e-4,NaN,-4.6717,698.79,328.47,0.01,0.17902
24.87,2908.3,183.97,-14.262,189.45,14.3,544.44,-0.0022965,544.44,-2.4168e-4,45.216,1.0461,39.3,8.0063,9.7918,0.15284,0,-0.35192,0.0014757,82000,0,262.46,2.4559,357.97,277.95,3.3339,0.58026,53435691,0,376.21,0.50503,0.50506,0.30545,0.035801,0.16377,0.018767,0.062166,2.6277e-4,0,0,0,0,-1.9168e-5,24,452.39,74.701,-4.1916e-4,NaN,-4.6837,698.63,328.46,0.01,0.17912
24.88,2910.1,183.83,-14.252,189.31,14.291,544.89,-0.0022966,544.89,-2.4149e-4,45.206,1.0539,39.3,8.0063,9.7918,0.14424,0,-0.32823,0.0013776,82000,0,262.46,2.4559,358.02,277.95,3.3359,0.57985,53389334,0,375.55,0.50496,0.505,0.30547,0.035785,0.16371,0.017699,0.058767,3.4969e-4,0,0,0,0,-1.6698e-5,24,452.39,74.698,-3.7472e-4,NaN,-4.6956,698.47,328.45,0.01,0.17923
24.89,2911.9,183.69,-14.241,189.16,14.281,545.34,-0.0022966,545.34,-2.4129e-4,45.195,1.0618,39.3,8.0063,9.7918,0.13542,0,-0.30584,0.0012907,82000,0,262.46,2.4559,358.07,277.95,3.3381,0.57945,53343018,0,374.9,0.5049,0.50493,0.30548,0.03577,0.16365,0.016606,0.054967,1.7598e-4,0,0,0,0,-1.4519e-5,24,452.39,74.694,-3.3174e-4,NaN,-4.7076,698.31,328.45,0.01,0.17933
24.9,2913.8,183.54,-14.231,189.02,14.271,545.79,-0.0022967,545.79,-2.411e-4,45.185,1.0699,39.3,8.0064,9.7917,0.12641,0,-0.28503,0.0012908,82000,0,262.46,2.4559,358.12,277.95,3.3402,0.57905,53296740,0,374.24,0.50484,0.50487,0.3055,0.035754,0.16359,0.01549,0.051791,-1.2333e-4,0,0,0,0,-1.2628e-5,24,452.39,74.692,-2.9015e-4,NaN,-4.7195,698.15,328.44,0.01,0.17944
24.91,2915.6,183.4,-14.22,188.88,14.261,546.24,-0.0022968,546.24,-2.4092e-4,45.174,1.0776,39.3,8.0064,9.7917,0.11768,0,-0.2656,0.0012666,82000,0,262.46,2.4559,358.17,277.95,3.3424,0.57864,5.325e7,0,373.58,0.50478,0.5048,0.30551,0.035738,0.16353,0.01441,0.048074,-3.2422e-4,0,0,0,0,-1.0981e-5,24,452.39,74.689,-2.4704e-4,NaN,-4.7314,697.99,328.43,0.01,0.17954
24.92,2917.4,183.26,-14.21,188.74,14.251,546.7,-0.0022969,546.7,-2.4073e-4,45.163,1.0855,39.3,8.0064,9.7917,0.10877,0,-0.24773,0.0012563,82000,0,262.46,2.4559,358.22,277.95,3.3445,0.57824,53204074,0,372.93,0.50472,0.50474,0.30553,0.035722,0.16347,0.01331,0.045007,-3.4282e-5,0,0,0,0,-9.5665e-6,24,452.39,74.686,-2.0371e-4,NaN,-4.7433,697.83,328.42,0.01,0.17965
24.93,2919.3,183.12,-14.199,188.6,14.241,547.15,-0.0022971,547.15,-2.4054e-4,45.152,1.0934,39.3,8.0064,9.7917,0.099706,0,-0.23129,0.0013167,82000,0,262.46,2.4559,358.28,277.95,3.3467,0.57783,53157801,0,372.28,0.50466,0.50467,0.30554,0.035707,0.16341,0.012193,0.040354,3.3587e-4,0,0,0,0,-8.3514e-6,24,452.39,74.684,-1.5901e-4,NaN,-4.7552,697.67,328.42,0.01,0.17976
24.94,2921.1,182.98,-14.189,188.46,14.232,547.6,-0.0022972,547.6,-2.4035e-4,45.141,1.1015,39.3,8.0064,9.7917,0.0905,0,-0.21625,0.0012947,82000,0,262.46,2.4559,358.33,277.95,3.349,0.57743,53111570,0,371.62,0.50459,0.50461,0.30556,0.035691,0.16335,0.011059,0.036883,3.3564e-4,0,0,0,0,-7.3111e-6,24,452.39,74.682,-1.1228e-4,NaN,-4.7671,697.51,328.41,0.01,0.17986
24.95,2922.9,182.83,-14.179,188.32,14.222,548.05,-0.0022973,548.05,-2.4017e-4,45.13,1.1095,39.3,8.0064,9.7917,0.081268,0,-0.20264,0.0011179,82000,0,262.46,2.4559,358.38,277.95,3.3513,0.57703,53065353,0,370.97,0.50453,0.50454,0.30557,0.035675,0.16328,0.009924,0.033596,7.1616e-6,0,0,0,0,-6.4292e-6,24,452.39,74.679,-6.8381e-5,NaN,-4.779,697.36,328.4,0.01,0.17996
24.96,2924.8,182.69,-14.169,188.18,14.213,548.5,-0.0022974,548.5,-2.3998e-4,45.119,1.1134,39.3,8.0064,9.7917,0.07587,0,-0.19032,0.0011608,82000,0,262.46,2.4559,358.41,277.95,3.3525,0.57661,53018180,0,370.31,0.50447,0.50448,0.30559,0.035659,0.16322,0.0092607,0.030873,4.7261e-4,0,0,0,0,-5.6793e-6,24,452.39,74.678,-2.6115e-5,NaN,-4.7909,697.2,328.4,0.01,0.18007
24.97,2926.6,182.55,-14.16,188.04,14.204,548.95,-0.0022975,548.95,-2.398e-4,45.108,1.1174,39.3,8.0064,9.7917,0.07036,0,-0.17881,0.0010216,82000,0,262.46,2.4559,358.45,277.95,3.3538,0.5762,52971047,0,369.65,0.50441,0.50441,0.3056,0.035643,0.16316,0.0085845,0.028986,1.1154e-4,0,0,0,0,-5.0207e-6,24,452.39,74.676,1.5137e-5,NaN,-4.8028,697.04,328.39,0.01,0.18017
24.98,2928.4,182.41,-14.15,187.9,14.194,549.4,-0.0022977,549.4,-2.3962e-4,45.097,1.1214,39.3,8.0064,9.7917,0.064748,0,-0.16819,0.0010012,82000,0,262.46,2.4559,358.48,277.95,3.3551,0.57578,52923954,0,368.98,0.50434,0.50435,0.30562,0.035627,0.1631,0.0078963,0.026114,1.1329e-4,0,0,0,0,-4.4487e-6,24,452.39,74.674,5.4685e-5,NaN,-4.8146,696.88,328.38,0.01,0.18028
24.99,2930.2,182.27,-14.141,187.76,14.185,549.86,-0.0022978,549.86,-2.3943e-4,45.086,1.1255,39.3,8.0064,9.7917,0.059043,0,-0.15844,9.5011e-4,82000,0,262.46,2.4559,358.51,277.95,3.3564,0.57537,52876900,0,368.32,0.50428,0.50429,0.30563,0.035611,0.16304,0.0071973,0.02453,4.3948e-4,0,0,0,0,-3.9534e-6,24,452.39,74.672,9.3826e-5,NaN,-4.8265,696.72,328.37,0.01,0.18038
25,2932.1,182.13,-14.131,187.62,14.176,550.31,-0.0022979,550.31,-2.3925e-4,45.074,1.1297,39.3,8.0064,9.7917,0.053203,0,-0.14955,8.5851e-4,82000,0,262.46,2.4559,358.54,277.95,3.3578,0.57496,5.283e7,0,367.66,0.50422,0.50422,0.30565,0.035595,0.16297,0.0064824,0.02185,4.8201e-4,0,0,0,0,-3.5273e-6,24,452.39,74.671,1.3096e-4,NaN,-4.8383,696.56,328.37,0.01,0.18049
